Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1968,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,7094.00
1969,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,0.00
1970,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,8730.00
1971,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,10685.00
1972,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,9345.00
1973,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,11892.00
1974,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,12466.00
1975,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,14548.00
1976,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,14257.00
1977,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,13495.00
1978,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,13395.00
1979,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,9130.00
1980,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,11343.00
1981,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,10904.00
1982,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,10983.00
1983,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,10955.00
1984,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,9928.00
1985,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,10255.00
1986,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,7978.00
1987,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,11293.00
1988,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,8042.00
1989,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,6785.00
1990,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,7757.00
1991,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,2613.00
1992,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,4175.00
1993,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,5259.00
1994,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,6610.00
1995,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,6250.00
1958,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,3202.00
1959,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,5286.00
1960,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,6534.00
1961,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,5579.00
1962,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,6422.00
1963,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,4903.00
1964,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,7058.00
1965,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,0.00
1966,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,3374.00
1967,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,2650.00
1968,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1848.00
1969,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,0.00
1970,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1328.00
1971,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1595.00
1972,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1393.00
1973,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1744.00
1974,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1789.00
1975,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1607.00
1976,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1273.00
1977,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1511.00
1978,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1631.00
1979,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,572.00
1980,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1437.00
1981,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1518.00
1982,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,859.00
1983,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1964.00
1984,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1034.00
1985,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1260.00
1986,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,169.00
1987,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,2263.00
1988,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,1054.00
1989,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,327.00
1990,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,573.00
1991,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,34.00
1992,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,0.00
1993,British Columbia,Total production,Peaches,Tons,Processed,v380648,2.1.1.2.2,0.00
1958,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,538.00
1959,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,352.00
1960,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,478.00
1961,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,484.00
1962,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,495.00
1963,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,676.00
1964,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,643.00
1965,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,128.00
1966,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,649.00
1967,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,549.00
1968,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,594.00
1969,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,158.00
1970,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,592.00
1971,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,545.00
1972,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,513.00
1973,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,668.00
1974,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,625.00
1975,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,480.00
1976,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,560.00
1977,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,624.00
1978,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,528.00
1979,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,421.00
1980,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,531.00
1981,British Columbia,Total production,Pears,Bushels,"Fresh (x 1,000)",v380654,2.1.2.1.1,488.00
1958,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,86.00
1959,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,122.00
1960,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,171.00
1961,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,126.00
1962,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,108.00
1963,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,217.00
1964,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,212.00
1965,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,2.00
1966,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,219.00
1967,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,240.00
1968,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,305.00
1969,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,0.00
1970,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,162.00
1971,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,187.00
1972,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,220.00
1973,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,275.00
1974,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,312.00
1975,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,338.00
1976,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,398.00
1977,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,294.00
1978,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,283.00
1979,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,246.00
1980,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,301.00
1981,British Columbia,Total production,Pears,Bushels,"Processed (x 1,000)",v380662,2.1.2.1.2,258.00
1958,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,13445.00
1959,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,8811.00
1960,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,11949.00
1961,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,12083.00
1962,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,12361.00
1963,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,16890.00
1964,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,16078.00
1965,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,3196.00
1966,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,16208.00
1967,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,13735.00
1968,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,14855.00
1969,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,3950.00
1970,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,14802.00
1971,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,13625.00
1972,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,12834.00
1973,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,16710.00
1974,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,15616.00
1975,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,11994.00
1976,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,14015.00
1977,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,15615.00
1978,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,13209.00
1979,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,10516.00
1980,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,13280.00
1981,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,12201.00
1982,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,14958.00
1983,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,13215.00
1984,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,9565.00
1985,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,12447.00
1986,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,7247.00
1987,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,12017.00
1988,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,9154.00
1989,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,7391.00
1990,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,5993.00
1991,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,4699.00
1992,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,7563.00
1993,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,7697.00
1994,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,5844.00
1995,British Columbia,Total production,Pears,Tons,Fresh,v380656,2.1.2.2.1,5659.00
1958,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,2161.00
1959,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,3050.00
1960,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,4271.00
1961,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,3157.00
1962,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,2705.00
1963,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,5432.00
1964,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,5296.00
1965,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,50.00
1966,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,5482.00
1967,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,5991.00
1968,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,7627.00
1969,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,0.00
1970,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,4038.00
1971,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,4679.00
1972,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,5486.00
1973,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,6882.00
1974,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,7810.00
1975,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,8448.00
1976,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,9947.00
1977,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,7346.00
1978,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,7073.00
1979,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,6156.00
1980,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,7527.00
1981,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,6449.00
1982,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,4389.00
1983,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,2959.00
1984,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,1467.00
1985,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,2605.00
1986,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,204.00
1987,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,1424.00
1988,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,1311.00
1989,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,1315.00
1990,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,958.00
1991,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,641.00
1992,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,1024.00
1993,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,1146.00
1994,British Columbia,Total production,Pears,Tons,Processed,v380664,2.1.2.2.2,866.00
1958,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,143.00
1959,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,191.00
1960,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,145.00
1961,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,168.00
1962,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,206.00
1963,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,178.00
1964,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,212.00
1965,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,107.00
1966,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,184.00
1967,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,198.00
1968,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,107.00
1969,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,106.00
1970,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,154.00
1971,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,153.00
1972,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,116.00
1973,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,192.00
1974,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,115.00
1975,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,169.00
1976,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,132.00
1977,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,120.00
1978,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,132.00
1979,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,118.00
1980,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,200.00
1981,British Columbia,Total production,Plums and prunes,Bushels,"Fresh (x 1,000)",v380670,2.1.3.1.1,143.00
1958,British Columbia,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380678,2.1.3.1.2,78.00
1959,British Columbia,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380678,2.1.3.1.2,64.00
1960,British Columbia,Total production,Plums and prunes,Bushels,"Processed (x 1,000)",v380678,2.1.3.1.2,50.00
