Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1981,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1958,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,79.00
1959,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,114.00
1960,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,202.00
1961,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,404.00
1962,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,190.00
1963,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,801.00
1964,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,925.00
1965,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,1550.00
1966,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,1797.00
1967,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,2437.00
1968,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,3070.00
1969,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,2726.00
1970,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,5782.00
1971,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,10200.00
1972,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,7441.00
1973,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,11505.00
1974,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,9184.00
1975,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,12225.00
1976,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,13900.00
1977,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,14700.00
1978,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,15160.00
1979,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,15875.00
1980,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,12385.00
1981,British Columbia,"Total, production",Cranberries,Pounds,"Processed (x 1,000)",v380745,7.1.2.1.3,16948.00
1926,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1927,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1928,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1929,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1930,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1931,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1932,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1933,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1934,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1935,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1936,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1937,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1938,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1939,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1940,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1941,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1942,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1943,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1944,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1945,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1946,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1947,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1948,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1949,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1950,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1951,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1952,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,20.00
1953,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,0.00
1954,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,12.00
1955,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,23.00
1956,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,10.00
1957,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,18.00
1958,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,41.00
1959,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,58.00
1960,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,101.00
1961,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,202.00
1962,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,95.00
1963,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,400.00
1964,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,462.00
1965,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,775.00
1966,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,898.00
1967,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,1218.00
1968,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,1535.00
1969,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,1363.00
1970,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,2891.00
1971,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,5182.00
1972,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,3828.00
1973,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,5752.00
1974,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,4592.00
1975,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,6112.00
1976,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,6950.00
1977,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,7350.00
1978,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,7580.00
1979,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,7938.00
1980,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,6192.00
1981,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,8474.00
1982,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,7603.00
1983,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,9050.00
1984,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,6500.00
1985,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,8755.00
1986,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,9091.00
1987,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,12135.00
1988,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,13544.00
1989,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,12090.00
1990,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,17771.00
1991,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,19213.00
1992,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,21785.00
1993,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,16927.00
1994,British Columbia,"Total, production",Cranberries,Tons,Fresh and processed,v74629,7.1.2.2.1,27625.00
1958,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,1.00
1959,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1960,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1961,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1962,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1963,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1964,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1965,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1966,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1967,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1968,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1969,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1970,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1971,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,82.00
1972,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,108.00
1973,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1974,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1975,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1976,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1977,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1978,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1979,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1980,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1981,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1982,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1983,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1984,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1985,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,200.00
1986,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1987,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1988,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,125.00
1989,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1990,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1991,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1992,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,3.00
1993,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,50.00
1994,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,61.00
1995,British Columbia,"Total, production",Cranberries,Tons,Fresh,v380742,7.1.2.2.2,0.00
1958,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,40.00
1959,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,57.00
1960,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,101.00
1961,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,202.00
1962,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,95.00
1963,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,400.00
1964,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,462.00
1965,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,775.00
1966,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,898.00
1967,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,1218.00
1968,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,1535.00
1969,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,1363.00
1970,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,2891.00
1971,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,5100.00
1972,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,3720.00
1973,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,5752.00
1974,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,4592.00
1975,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,6112.00
1976,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,6950.00
1977,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,7350.00
1978,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,7580.00
1979,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,7938.00
1980,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,6192.00
1981,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,8474.00
1982,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,7603.00
1983,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,9050.00
1984,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,6500.00
1985,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,8555.00
1986,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,9091.00
1987,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,12135.00
1988,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,13419.00
1989,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,12090.00
1990,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,17771.00
1991,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,19213.00
1992,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,21782.00
1993,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,16877.00
1994,British Columbia,"Total, production",Cranberries,Tons,Processed,v380746,7.1.2.2.3,27564.00
1958,British Columbia,"Total, production",Blueberries,Pounds,"Fresh (x 1,000)",v380565,7.1.3.1.2,502.00
1959,British Columbia,"Total, production",Blueberries,Pounds,"Fresh (x 1,000)",v380565,7.1.3.1.2,437.00
1960,British Columbia,"Total, production",Blueberries,Pounds,"Fresh (x 1,000)",v380565,7.1.3.1.2,183.00
1961,British Columbia,"Total, production",Blueberries,Pounds,"Fresh (x 1,000)",v380565,7.1.3.1.2,759.00
1962,British Columbia,"Total, production",Blueberries,Pounds,"Fresh (x 1,000)",v380565,7.1.3.1.2,896.00
1963,British Columbia,"Total, production",Blueberries,Pounds,"Fresh (x 1,000)",v380565,7.1.3.1.2,531.00
1964,British Columbia,"Total, production",Blueberries,Pounds,"Fresh (x 1,000)",v380565,7.1.3.1.2,268.00
1965,British Columbia,"Total, production",Blueberries,Pounds,"Fresh (x 1,000)",v380565,7.1.3.1.2,206.00
