Ref_Date,GEO,AG,SEX,CA,STA,Vector,Coordinate,Value
2012,Nunavik,"Total, 15 years and over",Male,"Not specified how often hunted, fished or trapped in the last year",Number of persons,v98408357,4.1.2.6.1,F
2012,Nunavik,"Total, 15 years and over",Male,"Not specified how often hunted, fished or trapped in the last year",Percent,v98408358,4.1.2.6.2,F
2012,Nunavik,"Total, 15 years and over",Male,"Not specified how often hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408359,4.1.2.6.3,F
2012,Nunavik,"Total, 15 years and over",Male,"Not specified how often hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408360,4.1.2.6.4,F
2012,Nunavik,"Total, 15 years and over",Male,"Did not hunt, fish or trap in the last year",Number of persons,v98408361,4.1.2.7.1,610.0
2012,Nunavik,"Total, 15 years and over",Male,"Did not hunt, fish or trap in the last year",Percent,v98408362,4.1.2.7.2,18.2
2012,Nunavik,"Total, 15 years and over",Male,"Did not hunt, fish or trap in the last year",Low 95% confidence interval (percent),v98408363,4.1.2.7.3,15.1
2012,Nunavik,"Total, 15 years and over",Male,"Did not hunt, fish or trap in the last year",High 95% confidence interval (percent),v98408364,4.1.2.7.4,22.0
2012,Nunavik,"Total, 15 years and over",Male,"Interested in hunting, fishing or trapping",Number of persons,v98408365,4.1.2.8.1,390.0
2012,Nunavik,"Total, 15 years and over",Male,"Interested in hunting, fishing or trapping",Percent,v98408366,4.1.2.8.2,11.6
2012,Nunavik,"Total, 15 years and over",Male,"Interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98408367,4.1.2.8.3,9.0
2012,Nunavik,"Total, 15 years and over",Male,"Interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98408368,4.1.2.8.4,14.7
2012,Nunavik,"Total, 15 years and over",Male,"Not interested in hunting, fishing or trapping",Number of persons,v98408369,4.1.2.9.1,220.0
2012,Nunavik,"Total, 15 years and over",Male,"Not interested in hunting, fishing or trapping",Percent,v98408370,4.1.2.9.2,6.6
2012,Nunavik,"Total, 15 years and over",Male,"Not interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98408371,4.1.2.9.3,4.5
2012,Nunavik,"Total, 15 years and over",Male,"Not interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98408372,4.1.2.9.4,9.2
2012,Nunavik,"Total, 15 years and over",Male,"Not specified if interested in hunting, fishing or trapping",Number of persons,v98408373,4.1.2.10.1,F
2012,Nunavik,"Total, 15 years and over",Male,"Not specified if interested in hunting, fishing or trapping",Percent,v98408374,4.1.2.10.2,F
2012,Nunavik,"Total, 15 years and over",Male,"Not specified if interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98408375,4.1.2.10.3,F
2012,Nunavik,"Total, 15 years and over",Male,"Not specified if interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98408376,4.1.2.10.4,F
2012,Nunavik,"Total, 15 years and over",Male,"Not specified if hunted, fished or trapped in the last year",Number of persons,v98408377,4.1.2.11.1,370.0
2012,Nunavik,"Total, 15 years and over",Male,"Not specified if hunted, fished or trapped in the last year",Percent,v98408378,4.1.2.11.2,11.0
2012,Nunavik,"Total, 15 years and over",Male,"Not specified if hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408379,4.1.2.11.3,8.5
2012,Nunavik,"Total, 15 years and over",Male,"Not specified if hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408380,4.1.2.11.4,14.0
2012,Nunavik,"Total, 15 years and over",Male,"Total, gathered wild plants in the last year",Number of persons,v98408381,4.1.2.12.1,3350.0
2012,Nunavik,"Total, 15 years and over",Male,"Total, gathered wild plants in the last year",Percent,v98408382,4.1.2.12.2,100.0
2012,Nunavik,"Total, 15 years and over",Male,"Total, gathered wild plants in the last year",Low 95% confidence interval (percent),v98408383,4.1.2.12.3,100.0
2012,Nunavik,"Total, 15 years and over",Male,"Total, gathered wild plants in the last year",High 95% confidence interval (percent),v98408384,4.1.2.12.4,100.0
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants in the last year,Number of persons,v98408385,4.1.2.13.1,1490.0
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants in the last year,Percent,v98408386,4.1.2.13.2,44.5
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants in the last year,Low 95% confidence interval (percent),v98408387,4.1.2.13.3,40.1
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants in the last year,High 95% confidence interval (percent),v98408388,4.1.2.13.4,48.8
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants at least once a week during the season,Number of persons,v98408389,4.1.2.14.1,1000.0
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants at least once a week during the season,Percent,v98408390,4.1.2.14.2,29.9
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants at least once a week during the season,Low 95% confidence interval (percent),v98408391,4.1.2.14.3,26.1
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants at least once a week during the season,High 95% confidence interval (percent),v98408392,4.1.2.14.4,33.8
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants less than once a week but at least once a month during the season,Number of persons,v98408393,4.1.2.15.1,370.0
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants less than once a week but at least once a month during the season,Percent,v98408394,4.1.2.15.2,11.0
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants less than once a week but at least once a month during the season,Low 95% confidence interval (percent),v98408395,4.1.2.15.3,8.5
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants less than once a week but at least once a month during the season,High 95% confidence interval (percent),v98408396,4.1.2.15.4,14.1
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants at least once in the last year but not at all in the last month,Number of persons,v98408397,4.1.2.16.1,110.0
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants at least once in the last year but not at all in the last month,Percent,v98408398,4.1.2.16.2,3.3
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants at least once in the last year but not at all in the last month,Low 95% confidence interval (percent),v98408399,4.1.2.16.3,2.1
2012,Nunavik,"Total, 15 years and over",Male,Gathered wild plants at least once in the last year but not at all in the last month,High 95% confidence interval (percent),v98408400,4.1.2.16.4,5.3
2012,Nunavik,"Total, 15 years and over",Male,Not specified how often gathered wild plants in the last year,Number of persons,v98408401,4.1.2.17.1,F
2012,Nunavik,"Total, 15 years and over",Male,Not specified how often gathered wild plants in the last year,Percent,v98408402,4.1.2.17.2,F
2012,Nunavik,"Total, 15 years and over",Male,Not specified how often gathered wild plants in the last year,Low 95% confidence interval (percent),v98408403,4.1.2.17.3,F
2012,Nunavik,"Total, 15 years and over",Male,Not specified how often gathered wild plants in the last year,High 95% confidence interval (percent),v98408404,4.1.2.17.4,F
2012,Nunavik,"Total, 15 years and over",Male,Did not gather wild plants in the last year,Number of persons,v98408405,4.1.2.18.1,1430.0
2012,Nunavik,"Total, 15 years and over",Male,Did not gather wild plants in the last year,Percent,v98408406,4.1.2.18.2,42.7
2012,Nunavik,"Total, 15 years and over",Male,Did not gather wild plants in the last year,Low 95% confidence interval (percent),v98408407,4.1.2.18.3,38.2
2012,Nunavik,"Total, 15 years and over",Male,Did not gather wild plants in the last year,High 95% confidence interval (percent),v98408408,4.1.2.18.4,47.1
2012,Nunavik,"Total, 15 years and over",Male,Interested in gathering wild plants,Number of persons,v98408409,4.1.2.19.1,220.0
2012,Nunavik,"Total, 15 years and over",Male,Interested in gathering wild plants,Percent,v98408410,4.1.2.19.2,6.6
2012,Nunavik,"Total, 15 years and over",Male,Interested in gathering wild plants,Low 95% confidence interval (percent),v98408411,4.1.2.19.3,4.8
2012,Nunavik,"Total, 15 years and over",Male,Interested in gathering wild plants,High 95% confidence interval (percent),v98408412,4.1.2.19.4,8.9
2012,Nunavik,"Total, 15 years and over",Male,Not interested in gathering wild plants,Number of persons,v98408413,4.1.2.20.1,1180.0
2012,Nunavik,"Total, 15 years and over",Male,Not interested in gathering wild plants,Percent,v98408414,4.1.2.20.2,35.2
2012,Nunavik,"Total, 15 years and over",Male,Not interested in gathering wild plants,Low 95% confidence interval (percent),v98408415,4.1.2.20.3,31.1
2012,Nunavik,"Total, 15 years and over",Male,Not interested in gathering wild plants,High 95% confidence interval (percent),v98408416,4.1.2.20.4,39.7
2012,Nunavik,"Total, 15 years and over",Male,Not specified if interested in gathering wild plants,Number of persons,v98408417,4.1.2.21.1,F
2012,Nunavik,"Total, 15 years and over",Male,Not specified if interested in gathering wild plants,Percent,v98408418,4.1.2.21.2,F
2012,Nunavik,"Total, 15 years and over",Male,Not specified if interested in gathering wild plants,Low 95% confidence interval (percent),v98408419,4.1.2.21.3,F
2012,Nunavik,"Total, 15 years and over",Male,Not specified if interested in gathering wild plants,High 95% confidence interval (percent),v98408420,4.1.2.21.4,F
2012,Nunavik,"Total, 15 years and over",Male,Not specified if gathered wild plants in the last year,Number of persons,v98408421,4.1.2.22.1,440.0
2012,Nunavik,"Total, 15 years and over",Male,Not specified if gathered wild plants in the last year,Percent,v98408422,4.1.2.22.2,13.1
2012,Nunavik,"Total, 15 years and over",Male,Not specified if gathered wild plants in the last year,Low 95% confidence interval (percent),v98408423,4.1.2.22.3,10.3
2012,Nunavik,"Total, 15 years and over",Male,Not specified if gathered wild plants in the last year,High 95% confidence interval (percent),v98408424,4.1.2.22.4,16.2
2012,Nunavik,"Total, 15 years and over",Female,"Total, hunted, fished or trapped in the last year",Number of persons,v98408425,4.1.3.1.1,3640.0
2012,Nunavik,"Total, 15 years and over",Female,"Total, hunted, fished or trapped in the last year",Percent,v98408426,4.1.3.1.2,100.0
2012,Nunavik,"Total, 15 years and over",Female,"Total, hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408427,4.1.3.1.3,100.0
2012,Nunavik,"Total, 15 years and over",Female,"Total, hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408428,4.1.3.1.4,100.0
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped in the last year",Number of persons,v98408429,4.1.3.2.1,2040.0
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped in the last year",Percent,v98408430,4.1.3.2.2,56.0
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408431,4.1.3.2.3,51.7
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408432,4.1.3.2.4,60.4
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped at least once a week during the season",Number of persons,v98408433,4.1.3.3.1,1040.0
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped at least once a week during the season",Percent,v98408434,4.1.3.3.2,28.6
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped at least once a week during the season",Low 95% confidence interval (percent),v98408435,4.1.3.3.3,45.4
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped at least once a week during the season",High 95% confidence interval (percent),v98408436,4.1.3.3.4,56.5
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",Number of persons,v98408437,4.1.3.4.1,710.0
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",Percent,v98408438,4.1.3.4.2,19.5
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",Low 95% confidence interval (percent),v98408439,4.1.3.4.3,29.5
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",High 95% confidence interval (percent),v98408440,4.1.3.4.4,40.1
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",Number of persons,v98408441,4.1.3.5.1,250.0
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",Percent,v98408442,4.1.3.5.2,6.9
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",Low 95% confidence interval (percent),v98408443,4.1.3.5.3,9.4
2012,Nunavik,"Total, 15 years and over",Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",High 95% confidence interval (percent),v98408444,4.1.3.5.4,15.8
