Ref_Date,GEO,INDUSTRY,ADJUSTMENTS,Vector,Coordinate,Value
2012,Alberta,Non-store retailers,"Cost of goods sold (x 1,000)",v101256648,10.1.6,1416198.0
2013,Alberta,Non-store retailers,"Cost of goods sold (x 1,000)",v101256648,10.1.6,1497998.0
2014,Alberta,Non-store retailers,"Cost of goods sold (x 1,000)",v101256648,10.1.6,1837504.0
2012,Alberta,Non-store retailers,"Total labour remuneration (x 1,000)",v101256649,10.1.7,180708.0
2013,Alberta,Non-store retailers,"Total labour remuneration (x 1,000)",v101256649,10.1.7,201758.0
2014,Alberta,Non-store retailers,"Total labour remuneration (x 1,000)",v101256649,10.1.7,184357.0
2012,Alberta,Non-store retailers,"Total operating expenses (x 1,000)",v101256650,10.1.8,352604.0
2013,Alberta,Non-store retailers,"Total operating expenses (x 1,000)",v101256650,10.1.8,432035.0
2014,Alberta,Non-store retailers,"Total operating expenses (x 1,000)",v101256650,10.1.8,470594.0
2012,Alberta,Non-store retailers,Gross margin (percent),v101256651,10.1.9,22.0
2013,Alberta,Non-store retailers,Gross margin (percent),v101256651,10.1.9,29.1
2014,Alberta,Non-store retailers,Gross margin (percent),v101256651,10.1.9,24.1
2012,Alberta,Non-store retailers,Operating profit margin (percent),v101256652,10.1.10,2.6
2013,Alberta,Non-store retailers,Operating profit margin (percent),v101256652,10.1.10,8.6
2014,Alberta,Non-store retailers,Operating profit margin (percent),v101256652,10.1.10,4.7
2012,Alberta,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256653,10.2.1,188283.0
2013,Alberta,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256653,10.2.1,208455.0
2014,Alberta,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256653,10.2.1,246837.0
2012,Alberta,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256654,10.2.2,195576.0
2013,Alberta,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256654,10.2.2,209484.0
2014,Alberta,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256654,10.2.2,x
2012,Alberta,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256655,10.2.3,6293.0
2013,Alberta,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256655,10.2.3,10154.0
2014,Alberta,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256655,10.2.3,7650.0
2012,Alberta,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256656,10.2.4,164625.0
2013,Alberta,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256656,10.2.4,178179.0
2014,Alberta,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256656,10.2.4,202436.0
2012,Alberta,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256657,10.2.5,5899.0
2013,Alberta,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256657,10.2.5,8827.0
2014,Alberta,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256657,10.2.5,10523.0
2012,Alberta,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256658,10.2.6,165019.0
2013,Alberta,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256658,10.2.6,179506.0
2014,Alberta,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256658,10.2.6,199563.0
2012,Alberta,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256659,10.2.7,8497.0
2013,Alberta,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256659,10.2.7,9619.0
2014,Alberta,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256659,10.2.7,17418.0
2012,Alberta,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256660,10.2.8,25079.0
2013,Alberta,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256660,10.2.8,27425.0
2014,Alberta,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256660,10.2.8,42991.0
2012,Alberta,Electronic shopping and mail-order houses,Gross margin (percent),v101256661,10.2.9,15.6
2013,Alberta,Electronic shopping and mail-order houses,Gross margin (percent),v101256661,10.2.9,14.3
2014,Alberta,Electronic shopping and mail-order houses,Gross margin (percent),v101256661,10.2.9,x
2012,Alberta,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256662,10.2.10,2.8
2013,Alberta,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256662,10.2.10,1.2
2014,Alberta,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256662,10.2.10,x
2012,Alberta,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256663,10.3.1,127340.0
2013,Alberta,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256663,10.3.1,148477.0
2014,Alberta,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256663,10.3.1,164478.0
2012,Alberta,Vending machine operators,"Total operating revenue (x 1,000)",v101256664,10.3.2,126309.0
2013,Alberta,Vending machine operators,"Total operating revenue (x 1,000)",v101256664,10.3.2,152492.0
2014,Alberta,Vending machine operators,"Total operating revenue (x 1,000)",v101256664,10.3.2,168128.0
2012,Alberta,Vending machine operators,"Opening inventory (x 1,000)",v101256665,10.3.3,6999.0
2013,Alberta,Vending machine operators,"Opening inventory (x 1,000)",v101256665,10.3.3,8788.0
2014,Alberta,Vending machine operators,"Opening inventory (x 1,000)",v101256665,10.3.3,9502.0
2012,Alberta,Vending machine operators,"Purchases (x 1,000)",v101256666,10.3.4,60065.0
2013,Alberta,Vending machine operators,"Purchases (x 1,000)",v101256666,10.3.4,67480.0
2014,Alberta,Vending machine operators,"Purchases (x 1,000)",v101256666,10.3.4,82313.0
2012,Alberta,Vending machine operators,"Closing inventory (x 1,000)",v101256667,10.3.5,7255.0
2013,Alberta,Vending machine operators,"Closing inventory (x 1,000)",v101256667,10.3.5,9932.0
2014,Alberta,Vending machine operators,"Closing inventory (x 1,000)",v101256667,10.3.5,10452.0
2012,Alberta,Vending machine operators,"Cost of goods sold (x 1,000)",v101256668,10.3.6,59810.0
2013,Alberta,Vending machine operators,"Cost of goods sold (x 1,000)",v101256668,10.3.6,66337.0
2014,Alberta,Vending machine operators,"Cost of goods sold (x 1,000)",v101256668,10.3.6,81363.0
2012,Alberta,Vending machine operators,"Total labour remuneration (x 1,000)",v101256669,10.3.7,26988.0
2013,Alberta,Vending machine operators,"Total labour remuneration (x 1,000)",v101256669,10.3.7,36492.0
2014,Alberta,Vending machine operators,"Total labour remuneration (x 1,000)",v101256669,10.3.7,38747.0
2012,Alberta,Vending machine operators,"Total operating expenses (x 1,000)",v101256670,10.3.8,60246.0
2013,Alberta,Vending machine operators,"Total operating expenses (x 1,000)",v101256670,10.3.8,79449.0
2014,Alberta,Vending machine operators,"Total operating expenses (x 1,000)",v101256670,10.3.8,82446.0
2012,Alberta,Vending machine operators,Gross margin (percent),v101256671,10.3.9,52.6
2013,Alberta,Vending machine operators,Gross margin (percent),v101256671,10.3.9,56.5
2014,Alberta,Vending machine operators,Gross margin (percent),v101256671,10.3.9,51.6
2012,Alberta,Vending machine operators,Operating profit margin (percent),v101256672,10.3.10,5.0
2013,Alberta,Vending machine operators,Operating profit margin (percent),v101256672,10.3.10,4.4
2014,Alberta,Vending machine operators,Operating profit margin (percent),v101256672,10.3.10,2.6
2012,Alberta,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256673,10.4.1,1225165.0
2013,Alberta,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256673,10.4.1,1425753.0
2014,Alberta,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256673,10.4.1,1656848.0
2012,Alberta,Fuel dealers,"Total operating revenue (x 1,000)",v101256674,10.4.2,1264141.0
2013,Alberta,Fuel dealers,"Total operating revenue (x 1,000)",v101256674,10.4.2,1466496.0
2014,Alberta,Fuel dealers,"Total operating revenue (x 1,000)",v101256674,10.4.2,1669554.0
2012,Alberta,Fuel dealers,"Opening inventory (x 1,000)",v101256675,10.4.3,26532.0
2013,Alberta,Fuel dealers,"Opening inventory (x 1,000)",v101256675,10.4.3,25483.0
2014,Alberta,Fuel dealers,"Opening inventory (x 1,000)",v101256675,10.4.3,79761.0
2012,Alberta,Fuel dealers,"Purchases (x 1,000)",v101256676,10.4.4,1080665.0
2013,Alberta,Fuel dealers,"Purchases (x 1,000)",v101256676,10.4.4,1142739.0
2014,Alberta,Fuel dealers,"Purchases (x 1,000)",v101256676,10.4.4,1438844.0
2012,Alberta,Fuel dealers,"Closing inventory (x 1,000)",v101256677,10.4.5,27887.0
2013,Alberta,Fuel dealers,"Closing inventory (x 1,000)",v101256677,10.4.5,32619.0
2014,Alberta,Fuel dealers,"Closing inventory (x 1,000)",v101256677,10.4.5,95616.0
2012,Alberta,Fuel dealers,"Cost of goods sold (x 1,000)",v101256678,10.4.6,1079310.0
2013,Alberta,Fuel dealers,"Cost of goods sold (x 1,000)",v101256678,10.4.6,1135603.0
2014,Alberta,Fuel dealers,"Cost of goods sold (x 1,000)",v101256678,10.4.6,1422989.0
2012,Alberta,Fuel dealers,"Total labour remuneration (x 1,000)",v101256679,10.4.7,91590.0
2013,Alberta,Fuel dealers,"Total labour remuneration (x 1,000)",v101256679,10.4.7,106523.0
2014,Alberta,Fuel dealers,"Total labour remuneration (x 1,000)",v101256679,10.4.7,76922.0
2012,Alberta,Fuel dealers,"Total operating expenses (x 1,000)",v101256680,10.4.8,161834.0
2013,Alberta,Fuel dealers,"Total operating expenses (x 1,000)",v101256680,10.4.8,197990.0
2014,Alberta,Fuel dealers,"Total operating expenses (x 1,000)",v101256680,10.4.8,204114.0
2012,Alberta,Fuel dealers,Gross margin (percent),v101256681,10.4.9,14.6
2013,Alberta,Fuel dealers,Gross margin (percent),v101256681,10.4.9,22.6
2014,Alberta,Fuel dealers,Gross margin (percent),v101256681,10.4.9,14.8
2012,Alberta,Fuel dealers,Operating profit margin (percent),v101256682,10.4.10,1.8
2013,Alberta,Fuel dealers,Operating profit margin (percent),v101256682,10.4.10,9.1
2014,Alberta,Fuel dealers,Operating profit margin (percent),v101256682,10.4.10,2.5
2012,Alberta,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256683,10.5.1,191607.0
2013,Alberta,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256683,10.5.1,268243.0
2014,Alberta,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256683,10.5.1,300750.0
2012,Alberta,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256684,10.5.2,230058.0
2013,Alberta,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256684,10.5.2,282958.0
2014,Alberta,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256684,10.5.2,x
2012,Alberta,Other direct selling establishments,"Opening inventory (x 1,000)",v101256685,10.5.3,14689.0
2013,Alberta,Other direct selling establishments,"Opening inventory (x 1,000)",v101256685,10.5.3,16110.0
2014,Alberta,Other direct selling establishments,"Opening inventory (x 1,000)",v101256685,10.5.3,15768.0
2012,Alberta,Other direct selling establishments,"Purchases (x 1,000)",v101256686,10.5.4,118998.0
2013,Alberta,Other direct selling establishments,"Purchases (x 1,000)",v101256686,10.5.4,116227.0
2014,Alberta,Other direct selling establishments,"Purchases (x 1,000)",v101256686,10.5.4,135611.0
2012,Alberta,Other direct selling establishments,"Closing inventory (x 1,000)",v101256687,10.5.5,21629.0
2013,Alberta,Other direct selling establishments,"Closing inventory (x 1,000)",v101256687,10.5.5,15785.0
2014,Alberta,Other direct selling establishments,"Closing inventory (x 1,000)",v101256687,10.5.5,17790.0
2012,Alberta,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256688,10.5.6,112059.0
2013,Alberta,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256688,10.5.6,116552.0
2014,Alberta,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256688,10.5.6,133589.0
2012,Alberta,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256689,10.5.7,53632.0
2013,Alberta,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256689,10.5.7,49124.0
2014,Alberta,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256689,10.5.7,51269.0
2012,Alberta,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256690,10.5.8,105444.0
2013,Alberta,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256690,10.5.8,127172.0
2014,Alberta,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256690,10.5.8,141043.0
2012,Alberta,Other direct selling establishments,Gross margin (percent),v101256691,10.5.9,51.3
2013,Alberta,Other direct selling establishments,Gross margin (percent),v101256691,10.5.9,58.8
2014,Alberta,Other direct selling establishments,Gross margin (percent),v101256691,10.5.9,x
2012,Alberta,Other direct selling establishments,Operating profit margin (percent),v101256692,10.5.10,5.5
2013,Alberta,Other direct selling establishments,Operating profit margin (percent),v101256692,10.5.10,13.9
2014,Alberta,Other direct selling establishments,Operating profit margin (percent),v101256692,10.5.10,x
2012,British Columbia,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256693,11.1.1,1483868.0
2013,British Columbia,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256693,11.1.1,1725385.0
2014,British Columbia,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256693,11.1.1,1957160.0
2012,British Columbia,Non-store retailers,"Total operating revenue (x 1,000)",v101256694,11.1.2,1572045.0
2013,British Columbia,Non-store retailers,"Total operating revenue (x 1,000)",v101256694,11.1.2,1810373.0
2014,British Columbia,Non-store retailers,"Total operating revenue (x 1,000)",v101256694,11.1.2,2019620.0
2012,British Columbia,Non-store retailers,"Opening inventory (x 1,000)",v101256695,11.1.3,100765.0
2013,British Columbia,Non-store retailers,"Opening inventory (x 1,000)",v101256695,11.1.3,95176.0
2014,British Columbia,Non-store retailers,"Opening inventory (x 1,000)",v101256695,11.1.3,147999.0
2012,British Columbia,Non-store retailers,"Purchases (x 1,000)",v101256696,11.1.4,1102988.0
2013,British Columbia,Non-store retailers,"Purchases (x 1,000)",v101256696,11.1.4,1243189.0
2014,British Columbia,Non-store retailers,"Purchases (x 1,000)",v101256696,11.1.4,1385807.0
2012,British Columbia,Non-store retailers,"Closing inventory (x 1,000)",v101256697,11.1.5,108721.0
2013,British Columbia,Non-store retailers,"Closing inventory (x 1,000)",v101256697,11.1.5,108762.0
2014,British Columbia,Non-store retailers,"Closing inventory (x 1,000)",v101256697,11.1.5,150378.0
2012,British Columbia,Non-store retailers,"Cost of goods sold (x 1,000)",v101256698,11.1.6,1098925.0
2013,British Columbia,Non-store retailers,"Cost of goods sold (x 1,000)",v101256698,11.1.6,1229602.0
2014,British Columbia,Non-store retailers,"Cost of goods sold (x 1,000)",v101256698,11.1.6,1383427.0
2012,British Columbia,Non-store retailers,"Total labour remuneration (x 1,000)",v101256699,11.1.7,152948.0
2013,British Columbia,Non-store retailers,"Total labour remuneration (x 1,000)",v101256699,11.1.7,160675.0
2014,British Columbia,Non-store retailers,"Total labour remuneration (x 1,000)",v101256699,11.1.7,191738.0
2012,British Columbia,Non-store retailers,"Total operating expenses (x 1,000)",v101256700,11.1.8,408223.0
2013,British Columbia,Non-store retailers,"Total operating expenses (x 1,000)",v101256700,11.1.8,493207.0
2014,British Columbia,Non-store retailers,"Total operating expenses (x 1,000)",v101256700,11.1.8,535246.0
2012,British Columbia,Non-store retailers,Gross margin (percent),v101256701,11.1.9,30.1
2013,British Columbia,Non-store retailers,Gross margin (percent),v101256701,11.1.9,32.1
2014,British Columbia,Non-store retailers,Gross margin (percent),v101256701,11.1.9,31.5
2012,British Columbia,Non-store retailers,Operating profit margin (percent),v101256702,11.1.10,4.1
2013,British Columbia,Non-store retailers,Operating profit margin (percent),v101256702,11.1.10,4.8
2014,British Columbia,Non-store retailers,Operating profit margin (percent),v101256702,11.1.10,5.0
2012,British Columbia,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256703,11.2.1,608749.0
2013,British Columbia,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256703,11.2.1,707383.0
2014,British Columbia,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256703,11.2.1,773306.0
2012,British Columbia,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256704,11.2.2,638608.0
2013,British Columbia,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256704,11.2.2,729168.0
