Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1976/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,314.0
1976/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,327.0
1976/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,210.0
1976/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,186.0
1976/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,997.0
1976/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1276.0
1976/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1368.0
1976/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1228.0
1977/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1023.0
1977/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,932.0
1977/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,734.0
1977/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,597.0
1977/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,500.0
1977/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,272.0
1977/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,283.0
1977/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,353.0
1977/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,601.0
1977/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1925.0
1977/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,4365.0
1977/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1571.0
1978/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1532.0
1978/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1520.0
1978/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1305.0
1978/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1115.0
1978/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1043.0
1978/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,748.0
1978/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,591.0
1978/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,425.0
1978/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,395.0
1978/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1767.0
1978/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2360.0
1978/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2303.0
1979/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2145.0
1979/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1858.0
1979/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1604.0
1979/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1410.0
1979/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1220.0
1979/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,993.0
1979/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,892.0
1979/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,821.0
1979/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,824.0
1979/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,3010.0
1979/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1659.0
1979/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2691.0
1980/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2583.0
1980/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2258.0
1980/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2024.0
1980/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1557.0
1980/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1363.0
1980/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1128.0
1980/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,856.0
1980/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,692.0
1980/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,798.0
1980/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2080.0
1980/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2419.0
1980/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2376.0
1981/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1983.0
1981/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1525.0
1981/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1177.0
1981/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,992.0
1981/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,535.0
1981/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,462.0
1981/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,401.0
1981/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,274.0
1981/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,481.0
1981/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2538.0
1981/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2191.0
1981/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1982.0
1982/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1797.0
1982/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1591.0
1982/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1158.0
1982/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,862.0
1982/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,636.0
1982/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,603.0
1982/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,371.0
1982/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,201.0
1982/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,321.0
1982/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2127.0
1982/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2310.0
1982/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2254.0
1983/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2093.0
1983/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2180.0
1983/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1690.0
1983/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1568.0
1983/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1609.0
1983/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1331.0
1983/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1102.0
1983/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1066.0
1983/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1288.0
1983/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,3810.0
1983/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,3800.0
1983/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,3772.0
1984/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,3577.0
1984/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,3271.0
1984/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,807.0
1984/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,663.0
1984/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,550.0
1984/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,494.0
1984/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,402.0
1984/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2331.0
1984/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,x
1984/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,x
1984/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,x
1984/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,x
1985/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,x
1985/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,x
1985/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,x
1985/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,233.0
1985/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,x
1985/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,62.0
1985/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,45.0
1985/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,89.0
1985/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,142.0
1985/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,x
