Ref_Date,GEO,FRUIT,CONTAINER,Vector,Coordinate,Value
1981/09,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,568.0
1981/10,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,593.0
1981/11,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,592.0
1981/12,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,1158.0
1982/01,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,3251.0
1982/02,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,338.0
1982/03,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,146.0
1982/04,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,2419.0
1982/05,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,408.0
1982/06,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,334.0
1982/07,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,286.0
1982/08,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,185.0
1982/09,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,27.0
1982/10,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,80.0
1982/11,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,3842.0
1982/12,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,126.0
1983/01,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,162.0
1983/02,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,3069.0
1983/03,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,15.0
1983/04,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,3468.0
1983/05,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,103.0
1983/06,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,91.0
1983/07,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,139.0
1983/08,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,46.0
1983/09,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,2813.0
1983/10,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,2817.0
1983/11,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,56.0
1983/12,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,79.0
1984/01,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1984/02,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1984/03,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1984/04,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1984/05,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1984/06,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1984/07,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1984/08,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1984/09,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1984/10,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1984/11,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1984/12,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/01,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/02,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/03,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/04,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/05,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/06,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/07,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/08,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/09,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/10,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/11,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1985/12,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/01,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/02,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/03,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/04,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/05,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/06,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/07,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/08,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/09,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/10,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/11,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1986/12,Canada,Citrus fruit,Containers over 13.6 kilograms,v722286,1.5.3,x
1970/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,106.0
1970/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,87.0
1970/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,55.0
1970/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,52.0
1970/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,68.0
1970/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,49.0
1970/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,61.0
1970/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,46.0
1970/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,36.0
1970/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,45.0
1970/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,37.0
1970/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,33.0
1971/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,19.0
1971/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,12.0
1971/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,17.0
1971/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,12.0
1971/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,22.0
1971/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,34.0
1971/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,27.0
1971/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,33.0
1971/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,42.0
1971/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,72.0
1971/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,29.0
1971/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,48.0
1972/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,14.0
1972/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,27.0
1972/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,25.0
1972/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,21.0
1972/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,8.0
1972/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,24.0
1972/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,39.0
1972/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1972/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,38.0
1972/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,21.0
1972/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,18.0
1972/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,15.0
1973/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,28.0
1973/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,110.0
1973/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,23.0
1973/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,31.0
1973/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,27.0
1973/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,37.0
1973/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,36.0
1973/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1973/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,83.0
1973/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,188.0
1973/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,37.0
1973/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,78.0
1974/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,64.0
1974/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,320.0
1974/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,60.0
1974/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,33.0
1974/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,329.0
1974/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,384.0
1974/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,362.0
1974/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,269.0
1974/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,14.0
1974/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,267.0
1974/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,78.0
1974/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,9.0
1975/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,36.0
1975/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,25.0
1975/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,23.0
1975/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,30.0
1975/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,20.0
1975/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,33.0
1975/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,26.0
1975/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,21.0
1975/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,34.0
1975/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,34.0
1975/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,16.0
1975/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,41.0
1976/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,32.0
1976/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,24.0
1976/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,29.0
1976/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,30.0
1976/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,33.0
1976/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,19.0
1976/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,25.0
1976/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,26.0
1976/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,29.0
1976/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,39.0
1976/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,38.0
1976/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,12.0
1977/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,15.0
1977/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,15.0
1977/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1977/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,48.0
1977/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,59.0
1977/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,50.0
1977/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,60.0
1977/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,45.0
1977/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,5.0
1977/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,41.0
1977/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,59.0
1977/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,54.0
1978/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,34.0
1978/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,56.0
1978/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,48.0
1978/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,38.0
1978/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,50.0
1978/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,26.0
1978/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,13.0
1978/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,11.0
1978/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,9.0
1978/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,15.0
1978/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,20.0
1978/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,19.0
1979/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,13.0
1979/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,7.0
1979/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,19.0
1979/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,24.0
1979/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,25.0
1979/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,21.0
1979/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,41.0
1979/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,14.0
1979/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,11.0
1979/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,54.0
1979/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,13.0
1979/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,70.0
1980/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,36.0
1980/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,34.0
1980/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,19.0
1980/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,51.0
1980/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,25.0
1980/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,13.0
1980/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,38.0
1980/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,13.0
1980/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1980/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1980/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,119.0
1980/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,205.0
1981/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,193.0
1981/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,80.0
1981/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,92.0
1981/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,59.0
1981/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,309.0
1981/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,185.0
1981/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,186.0
1981/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,122.0
1981/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,568.0
1981/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,593.0
1981/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,592.0
1981/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,1158.0
1982/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,3261.0
1982/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,338.0
1982/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,146.0
1982/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,2435.0
1982/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,436.0
1982/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,334.0
1982/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,288.0
1982/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,188.0
1982/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,32.0
1982/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,84.0
1982/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,3849.0
1982/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,131.0
1983/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,162.0
1983/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,3084.0
1983/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,15.0
1983/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,3487.0
1983/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,103.0
1983/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,91.0
1983/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,139.0
1983/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,46.0
1983/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,2856.0
1983/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,2845.0
1983/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,63.0
1983/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,83.0
1984/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1984/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1984/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1984/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,111.0
1984/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,113.0
1984/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,93.0
1984/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,99.0
1984/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,98.0
1984/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,2178.0
1984/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,144.0
1984/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,75.0
1984/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1985/01,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1985/02,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1985/03,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,x
1985/04,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,146.0
1985/05,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,83.0
1985/06,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,85.0
1985/07,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,56.0
1985/08,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,59.0
1985/09,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,59.0
1985/10,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,77.0
1985/11,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,82.0
1985/12,Canada,Citrus fruit,"Frozen fruit, all containers",v722296,1.5.5,47.0
