Ref_Date,GEO,AGE,SEX,HEALTH,STATS,Vector,Coordinate,Value
2012,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101540,4.6.1.2.3,F
2001,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101541,4.6.1.2.4,F
2006,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101541,4.6.1.2.4,F
2012,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101541,4.6.1.2.4,F
2001,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,Number of persons,v97101542,4.6.1.3.1,F
2006,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,Number of persons,v97101542,4.6.1.3.1,F
2012,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,Number of persons,v97101542,4.6.1.3.1,F
2001,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,Percent,v97101543,4.6.1.3.2,F
2006,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,Percent,v97101543,4.6.1.3.2,F
2012,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,Percent,v97101543,4.6.1.3.2,F
2001,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97101544,4.6.1.3.3,F
2006,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97101544,4.6.1.3.3,F
2012,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97101544,4.6.1.3.3,F
2001,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97101545,4.6.1.3.4,F
2006,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97101545,4.6.1.3.4,F
2012,Nunavik,Age not specified or invalid,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97101545,4.6.1.3.4,F
2001,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,Number of persons,v97101546,4.6.1.4.1,F
2006,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,Number of persons,v97101546,4.6.1.4.1,F
2012,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,Number of persons,v97101546,4.6.1.4.1,F
2001,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,Percent,v97101547,4.6.1.4.2,F
2006,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,Percent,v97101547,4.6.1.4.2,F
2012,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,Percent,v97101547,4.6.1.4.2,F
2001,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97101548,4.6.1.4.3,F
2006,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97101548,4.6.1.4.3,F
2012,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97101548,4.6.1.4.3,F
2001,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97101549,4.6.1.4.4,F
2006,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97101549,4.6.1.4.4,F
2012,Nunavik,Age not specified or invalid,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97101549,4.6.1.4.4,F
2001,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,Number of persons,v97101550,4.6.1.5.1,F
2006,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,Number of persons,v97101550,4.6.1.5.1,F
2012,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,Number of persons,v97101550,4.6.1.5.1,F
2001,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,Percent,v97101551,4.6.1.5.2,F
2006,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,Percent,v97101551,4.6.1.5.2,F
2012,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,Percent,v97101551,4.6.1.5.2,F
2001,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97101552,4.6.1.5.3,F
2006,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97101552,4.6.1.5.3,F
2012,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97101552,4.6.1.5.3,F
2001,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97101553,4.6.1.5.4,F
2006,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97101553,4.6.1.5.4,F
2012,Nunavik,Age not specified or invalid,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97101553,4.6.1.5.4,F
2001,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,Number of persons,v97101554,4.6.1.6.1,F
2006,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,Number of persons,v97101554,4.6.1.6.1,F
2012,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,Number of persons,v97101554,4.6.1.6.1,F
2001,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,Percent,v97101555,4.6.1.6.2,F
2006,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,Percent,v97101555,4.6.1.6.2,F
2012,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,Percent,v97101555,4.6.1.6.2,F
2001,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101556,4.6.1.6.3,F
2006,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101556,4.6.1.6.3,F
2012,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101556,4.6.1.6.3,F
2001,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97101557,4.6.1.6.4,F
2006,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97101557,4.6.1.6.4,F
2012,Nunavik,Age not specified or invalid,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97101557,4.6.1.6.4,F
2001,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,Number of persons,v97101558,4.6.1.7.1,F
2006,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,Number of persons,v97101558,4.6.1.7.1,F
2012,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,Number of persons,v97101558,4.6.1.7.1,F
2001,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,Percent,v97101559,4.6.1.7.2,F
2006,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,Percent,v97101559,4.6.1.7.2,F
2012,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,Percent,v97101559,4.6.1.7.2,F
2001,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97101560,4.6.1.7.3,F
2006,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97101560,4.6.1.7.3,F
2012,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97101560,4.6.1.7.3,F
2001,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97101561,4.6.1.7.4,F
2006,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97101561,4.6.1.7.4,F
2012,Nunavik,Age not specified or invalid,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97101561,4.6.1.7.4,F
2001,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",Number of persons,v97101562,4.6.2.1.1,F
2006,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",Number of persons,v97101562,4.6.2.1.1,F
2012,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",Number of persons,v97101562,4.6.2.1.1,F
2001,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",Percent,v97101563,4.6.2.1.2,F
2006,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",Percent,v97101563,4.6.2.1.2,F
2012,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",Percent,v97101563,4.6.2.1.2,F
2001,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97101564,4.6.2.1.3,F
2006,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97101564,4.6.2.1.3,F
2012,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97101564,4.6.2.1.3,F
2001,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",High 95% confidence interval (percent),v97101565,4.6.2.1.4,F
2006,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",High 95% confidence interval (percent),v97101565,4.6.2.1.4,F
2012,Nunavik,Age not specified or invalid,Male,"Total, perceived general health",High 95% confidence interval (percent),v97101565,4.6.2.1.4,F
2001,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,Number of persons,v97101566,4.6.2.2.1,F
2006,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,Number of persons,v97101566,4.6.2.2.1,F
2012,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,Number of persons,v97101566,4.6.2.2.1,F
2001,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,Percent,v97101567,4.6.2.2.2,F
2006,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,Percent,v97101567,4.6.2.2.2,F
2012,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,Percent,v97101567,4.6.2.2.2,F
2001,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101568,4.6.2.2.3,F
2006,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101568,4.6.2.2.3,F
2012,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101568,4.6.2.2.3,F
2001,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101569,4.6.2.2.4,F
2006,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101569,4.6.2.2.4,F
2012,Nunavik,Age not specified or invalid,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101569,4.6.2.2.4,F
2001,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,Number of persons,v97101570,4.6.2.3.1,F
2006,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,Number of persons,v97101570,4.6.2.3.1,F
2012,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,Number of persons,v97101570,4.6.2.3.1,F
2001,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,Percent,v97101571,4.6.2.3.2,F
2006,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,Percent,v97101571,4.6.2.3.2,F
2012,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,Percent,v97101571,4.6.2.3.2,F
2001,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97101572,4.6.2.3.3,F
2006,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97101572,4.6.2.3.3,F
2012,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97101572,4.6.2.3.3,F
2001,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,High 95% confidence interval (percent),v97101573,4.6.2.3.4,F
2006,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,High 95% confidence interval (percent),v97101573,4.6.2.3.4,F
2012,Nunavik,Age not specified or invalid,Male,Excellent perceived general health,High 95% confidence interval (percent),v97101573,4.6.2.3.4,F
2001,Nunavik,Age not specified or invalid,Male,Very good perceived general health,Number of persons,v97101574,4.6.2.4.1,F
2006,Nunavik,Age not specified or invalid,Male,Very good perceived general health,Number of persons,v97101574,4.6.2.4.1,F
2012,Nunavik,Age not specified or invalid,Male,Very good perceived general health,Number of persons,v97101574,4.6.2.4.1,F
