Ref_Date,GEO,SUP,TYP,Vector,Coordinate,Value
1989,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,6442.4
1990,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,10285.1
1991,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,10066.0
1992,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,12195.0
1993,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,11117.1
1994,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,5680.0
1995,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,6727.0
1996,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,9046.0
1997,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,6009.0
1998,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,7425.0
1999,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,7699.0
2000,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,9666.0
2001,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,6549.0
2002,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,5725.1
2003,Canada,"Ending stocks, total","Wheat (x 1,000)",v383233,1.22.2,6080.2
1978,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,12574.1
1979,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,8977.2
1980,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,7345.6
1981,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,8479.7
1982,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,8799.3
1983,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,8426.0
1984,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,7074.4
1985,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,8014.5
1986,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,11094.7
1987,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,6311.8
1988,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,4211.1
1989,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,5080.1
1990,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,8718.5
1991,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,7860.0
1992,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,10137.7
1993,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,9414.6
1994,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,4217.0
1995,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,4754.0
1996,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,7543.0
1997,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,5252.0
1998,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,5487.0
1999,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,5924.0
2000,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,6793.0
2001,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,5004.0
2002,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,4106.5
2003,Canada,"Ending stocks, total","Wheat, excluding durum (x 1,000)",v383389,1.22.7,4291.1
1976,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,2329.3
1977,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1203.8
1978,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,2336.6
1979,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1743.7
1980,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1164.6
1981,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1233.1
1982,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1174.0
1983,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,763.7
1984,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,523.6
1985,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,554.0
1986,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1619.5
1987,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1625.8
1988,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,846.1
1989,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1362.3
1990,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1566.6
1991,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,2206.2
1992,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,2057.3
1993,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1702.5
1994,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1463.0
1995,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1973.0
1996,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1503.0
1997,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,757.0
1998,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1938.0
1999,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1775.0
2000,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,2873.0
2001,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1545.0
2002,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1618.6
2003,Canada,"Ending stocks, total","Durum wheat (x 1,000)",v382909,1.22.9,1789.1
1971,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1823.8
1972,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1228.9
1973,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1193.4
1974,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1131.9
1975,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1231.0
1976,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1327.8
1977,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1674.4
1978,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1520.0
1979,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,890.5
1980,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,759.6
1981,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,855.4
1982,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1169.7
1983,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,695.0
1984,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,618.8
1985,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,775.8
1986,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1032.1
1987,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,967.3
1988,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,693.6
1989,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,935.5
1990,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,945.4
1991,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,542.0
1992,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,688.9
1993,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,907.6
1994,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,739.0
1995,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,411.0
1996,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,809.0
1997,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,846.0
1998,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1088.0
1999,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,1122.0
2000,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,854.0
2001,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,363.0
2002,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,523.9
2003,Canada,"Ending stocks, total","Oats (x 1,000)",v383260,1.22.3,788.1
1971,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,3828.6
1972,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,4202.7
1973,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,4537.7
1974,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,4104.3
1975,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2763.6
1976,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,3218.3
1977,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,5208.3
1978,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,4895.1
1979,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2005.5
1980,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,3203.2
1981,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,4131.3
1982,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,5128.5
1983,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,1970.9
1984,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2156.0
1985,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,3309.0
1986,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,3157.2
1987,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,3794.3
1988,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2790.3
1989,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2056.2
1990,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2645.6
1991,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2614.0
1992,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,3265.5
1993,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,3375.9
1994,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,1820.0
1995,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,1740.0
1996,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2919.0
1997,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2459.0
1998,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2737.0
1999,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2838.0
2000,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2516.0
2001,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,1898.0
2002,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,1474.8
2003,Canada,"Ending stocks, total","Barley (x 1,000)",v383287,1.22.4,2102.0
1971,Canada,"Ending stocks, total",Rye,v383314,1.22.1,3937.0
1972,Canada,"Ending stocks, total",Rye,v383314,1.22.1,2617.0
1973,Canada,"Ending stocks, total",Rye,v383314,1.22.1,2720.0
1974,Canada,"Ending stocks, total",Rye,v383314,1.22.1,3470.0
1975,Canada,"Ending stocks, total",Rye,v383314,1.22.1,3096.0
1976,Canada,"Ending stocks, total",Rye,v383314,1.22.1,3419.0
1977,Canada,"Ending stocks, total",Rye,v383314,1.22.1,2756.0
1978,Canada,"Ending stocks, total",Rye,v383314,1.22.1,5017.0
1979,Canada,"Ending stocks, total",Rye,v383314,1.22.1,4055.0
1980,Canada,"Ending stocks, total",Rye,v383314,1.22.1,2221.0
1981,Canada,"Ending stocks, total",Rye,v383314,1.22.1,3335.0
1982,Canada,"Ending stocks, total",Rye,v383314,1.22.1,6509.0
1983,Canada,"Ending stocks, total",Rye,v383314,1.22.1,4310.0
1984,Canada,"Ending stocks, total",Rye,v383314,1.22.1,3777.0
1985,Canada,"Ending stocks, total",Rye,v383314,1.22.1,3024.0
1986,Canada,"Ending stocks, total",Rye,v383314,1.22.1,3852.0
1987,Canada,"Ending stocks, total",Rye,v383314,1.22.1,3238.0
1988,Canada,"Ending stocks, total",Rye,v383314,1.22.1,2209.0
1989,Canada,"Ending stocks, total",Rye,v383314,1.22.1,3777.0
1990,Canada,"Ending stocks, total",Rye,v383314,1.22.1,3240.0
1991,Canada,"Ending stocks, total",Rye,v383314,1.22.1,1930.0
1992,Canada,"Ending stocks, total",Rye,v383314,1.22.1,810.0
1993,Canada,"Ending stocks, total",Rye,v383314,1.22.1,1120.0
1994,Canada,"Ending stocks, total",Rye,v383314,1.22.1,850.0
1995,Canada,"Ending stocks, total",Rye,v383314,1.22.1,430.0
1996,Canada,"Ending stocks, total",Rye,v383314,1.22.1,520.0
1997,Canada,"Ending stocks, total",Rye,v383314,1.22.1,630.0
1998,Canada,"Ending stocks, total",Rye,v383314,1.22.1,1660.0
1999,Canada,"Ending stocks, total",Rye,v383314,1.22.1,1610.0
2000,Canada,"Ending stocks, total",Rye,v383314,1.22.1,880.0
2001,Canada,"Ending stocks, total",Rye,v383314,1.22.1,490.0
1971,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,399.6
1972,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,194.7
1973,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,201.0
1974,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,218.6
1975,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,380.6
1976,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,211.7
1977,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,470.7
1978,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,391.6
1979,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,587.3
1980,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,344.0
1981,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,259.4
1982,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,464.9
1983,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,155.4
1984,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,144.2
1985,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,271.7
1986,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,446.9
1987,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,397.3
1988,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,161.7
1989,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,54.4
1990,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,357.5
1991,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,435.0
1992,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,250.2
1993,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,153.9
1994,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,101.0
1995,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,190.0
1996,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,105.0
1997,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,41.0
1998,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,151.0
1999,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,386.0
2000,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,259.0
2001,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,175.0
2002,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,128.3
2003,Canada,"Ending stocks, total","Flaxseed (x 1,000)",v383340,1.22.5,92.7
1971,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,978.4
1972,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,469.1
1973,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,292.3
1974,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,400.0
1975,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,1048.6
1976,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,199.2
1977,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,324.7
1978,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,1068.1
1979,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,1476.9
1980,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,1327.9
1981,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,692.4
1982,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,486.4
1983,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,120.0
1984,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,460.1
1985,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,950.2
1986,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,618.6
1987,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,636.3
1988,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,1113.7
1989,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,749.1
1990,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,398.7
1991,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,734.0
1992,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,692.0
1993,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,329.7
1994,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,589.0
1995,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,1030.0
1996,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,563.0
1997,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,363.0
1998,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,633.0
1999,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,2157.0
2000,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,1088.0
2001,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,1200.0
2002,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,894.2
2003,Canada,"Ending stocks, total","Canola (rapeseed) (x 1,000)",v383365,1.22.6,608.6
1978,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,59.1
1979,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,119.6
1980,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,101.2
1981,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,88.4
1982,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,157.2
1983,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,127.4
1984,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,217.6
1985,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,118.0
1986,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,115.4
1987,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,136.1
1988,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,163.8
1989,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,190.9
1990,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,210.4
1991,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,189.5
1992,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,114.1
1993,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,93.9
1994,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,168.2
1995,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,164.0
1996,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,80.0
1997,Canada,"Ending stocks, total","Soybeans (x 1,000)",v381649,1.22.8,188.0
