Ref_Date,GEO,VALUE,PRODUCE,PROCESS,Vector,Coordinate,Value
1950,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,0.0
1951,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,12150.0
1952,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,9800.0
1953,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,8500.0
1954,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,8900.0
1955,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,11600.0
1956,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10920.0
1957,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10180.0
1958,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10820.0
1959,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,11630.0
1960,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,11580.0
1961,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,11330.0
1962,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10420.0
1963,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,8860.0
1964,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10140.0
1965,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10330.0
1966,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10110.0
1967,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,11740.0
1968,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,12580.0
1969,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,11790.0
1970,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10950.0
1971,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10240.0
1972,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,7050.0
1973,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,9190.0
1974,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,9551.0
1975,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10359.0
1976,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10010.0
1977,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,8980.0
1978,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,8478.0
1979,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,7608.0
1980,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,8159.0
1981,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,8127.0
1982,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,9308.0
1983,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10188.0
1984,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10682.0
1985,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,9968.0
1986,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,8132.0
1987,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10796.0
1988,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,11555.0
1989,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,11624.0
1990,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,13779.0
1991,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10922.0
1992,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,10349.0
1993,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,9736.0
1994,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,13544.0
1995,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,12491.0
1982,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,2832.0
1983,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,2884.0
1984,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,2851.0
1985,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,2798.0
1986,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,2449.0
1987,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,2738.0
1988,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,2694.0
1989,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,2318.0
1990,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,2180.0
1991,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,x
1992,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,x
1993,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,x
1994,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,2318.0
1995,Quebec,Area harvested,Tomatoes,Fresh,v74108,6.5.3.1,x
1940,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,0.0
1941,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,0.0
1942,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,0.0
1943,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,0.0
1944,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,0.0
1945,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,0.0
1946,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,0.0
1947,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,0.0
1948,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,0.0
1949,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,0.0
1950,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,0.0
1951,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,3960.0
1952,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,4360.0
1953,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,3800.0
1954,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,3480.0
1955,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,4730.0
1956,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,5950.0
1957,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,5700.0
1958,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,5770.0
1959,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,4500.0
1960,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,3500.0
1961,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,3800.0
1962,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,2800.0
1963,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,1610.0
1964,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,1250.0
1965,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,1100.0
1966,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,950.0
1967,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,1030.0
1968,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,1450.0
1969,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,900.0
1970,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,1140.0
1971,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,1149.0
1972,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,739.0
1973,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,909.0
1974,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,811.0
1975,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,840.0
1976,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,410.0
1977,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,400.0
1978,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,240.0
1979,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,210.0
1980,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,252.0
1981,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,378.0
1982,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,405.0
1983,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,435.0
1984,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,499.0
1985,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,405.0
1986,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,487.0
1987,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,551.0
1988,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,694.0
1989,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,773.0
1990,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,301.0
1991,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,x
1992,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,x
1993,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,x
1994,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,x
1995,Quebec,Area harvested,Tomatoes,Processed,v74123,6.5.3.2,x
1982,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,1127.0
1983,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,1245.0
1984,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,1305.0
1985,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,1399.0
1986,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,1614.0
1987,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,1349.0
1988,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,1268.0
1989,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,1246.0
1990,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,1045.0
1991,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,951.0
1992,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,966.0
1993,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,608.0
1994,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,608.0
1995,Quebec,Area harvested,Cucumbers,Fresh,v381246,6.5.4.1,388.0
1971,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,972.0
1972,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1411.0
1973,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1720.0
1974,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1383.0
1975,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1467.0
1976,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1391.0
1977,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1872.0
1978,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1919.0
1979,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1856.0
1980,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1609.0
1981,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1636.0
1982,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1638.0
1983,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1549.0
1984,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1559.0
1985,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1023.0
1986,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1065.0
1987,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1611.0
1988,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1250.0
1989,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1764.0
1990,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1391.0
1991,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1478.0
1992,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1394.0
1993,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1819.0
1994,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,1885.0
1995,Quebec,Area harvested,Cucumbers,Processed,v381155,6.5.4.2,2071.0
1982,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,7811.0
1983,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,7223.0
1984,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,7524.0
1985,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,7188.0
1986,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,5752.0
1987,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,7480.0
1988,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,7895.0
1989,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,7460.0
1990,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,7112.0
1991,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,7772.0
1992,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,7532.0
1993,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,7416.0
1994,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,8014.0
1995,Quebec,Area harvested,Carrots,Fresh,v381359,6.5.5.1,x
1972,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,381.0
1973,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,494.0
1974,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,1315.0
1975,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,978.0
1976,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,1118.0
1977,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,994.0
1978,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,1186.0
1979,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,954.0
1980,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,610.0
1981,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,692.0
1982,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,793.0
1983,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,613.0
1984,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,798.0
1985,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,707.0
1986,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,853.0
1987,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,912.0
1988,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,872.0
1989,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,818.0
1990,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,521.0
1991,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,546.0
1992,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,660.0
1993,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,620.0
1994,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,702.0
1995,Quebec,Area harvested,Carrots,Processed,v381263,6.5.5.2,751.0
1992,Quebec,Area harvested,Brussels sprouts,Processed,v381377,6.5.6.2,0.0
1993,Quebec,Area harvested,Brussels sprouts,Processed,v381377,6.5.6.2,0.0
1992,Quebec,Area harvested,Asparagus,Processed,v381437,6.5.7.2,0.0
1992,Quebec,Area harvested,Broccoli,Processed,v381497,6.5.8.2,x
1993,Quebec,Area harvested,Broccoli,Processed,v381497,6.5.8.2,x
1994,Quebec,Area harvested,Broccoli,Processed,v381497,6.5.8.2,358.0
1995,Quebec,Area harvested,Broccoli,Processed,v381497,6.5.8.2,x
1971,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,13020.0
1972,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,12480.0
1973,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,13542.0
1974,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,13884.0
1975,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,12820.0
1976,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,9351.0
1977,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,10826.0
1978,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,11537.0
1979,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,10903.0
1980,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,9817.0
1981,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,8157.0
1982,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,8364.0
1983,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,7129.0
1984,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,6667.0
1985,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,6538.0
1986,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,6830.0
1987,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,7355.0
1988,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,7845.0
1989,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,7675.0
1990,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,6620.0
1991,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,6550.0
1992,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,5632.0
1993,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,5923.0
1994,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,6788.0
1995,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,6944.0
1996,Quebec,Area contracted,Beans,Processed,v73042,6.6.1.2,6425.0
1971,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,11750.0
1972,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,10588.0
1973,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,11152.0
1974,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,11437.0
1975,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,10880.0
1976,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,11349.0
1977,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,9069.0
1978,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,8257.0
1979,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,8641.0
1980,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,8068.0
1981,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,8486.0
1982,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,9699.0
1983,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,10581.0
1984,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,11070.0
1985,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,10235.0
1986,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,9820.0
1987,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,11835.0
1988,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,12260.0
1989,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,12365.0
1990,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,14455.0
1991,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,11354.0
1992,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,11214.0
1993,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,10475.0
1994,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,13905.0
1995,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,14429.0
1996,Quebec,Area contracted,Corn,Processed,v73583,6.6.2.2,12355.0
1971,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,1060.0
1972,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,1214.0
1973,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,867.0
1974,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,803.0
1975,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,810.0
1976,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,673.0
1977,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,545.0
1978,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,190.0
1979,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,162.0
1980,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,252.0
1981,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,378.0
1982,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,405.0
1983,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,440.0
1984,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,504.0
1985,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,405.0
1986,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,526.0
1987,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,580.0
1988,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,695.0
1989,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,775.0
1990,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,365.0
1991,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,x
1992,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,x
1993,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,x
1994,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,x
1995,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,x
1996,Quebec,Area contracted,Tomatoes,Processed,v74163,6.6.3.2,25.0
1971,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,970.0
1972,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,953.0
1973,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1978.0
1974,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1902.0
1975,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1540.0
1976,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1462.0
1977,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1624.0
1978,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1751.0
1979,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,2932.0
1980,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1898.0
1981,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1636.0
1982,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1638.0
1983,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1549.0
1984,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1559.0
1985,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1023.0
1986,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1065.0
1987,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1610.0
1988,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1370.0
1989,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1765.0
1990,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1390.0
1991,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1478.0
1992,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1394.0
1993,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1819.0
1994,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1885.0
1995,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,2071.0
1996,Quebec,Area contracted,Cucumbers,Processed,v381195,6.6.4.2,1804.0
1972,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,740.0
1973,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,894.0
1974,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,1159.0
1975,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,1180.0
1976,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,1273.0
1977,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,1197.0
1978,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,796.0
1979,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,872.0
1980,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,766.0
1981,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,638.0
1982,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,835.0
1983,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,615.0
1984,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,803.0
1985,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,793.0
1986,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,853.0
1987,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,910.0
1988,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,890.0
1989,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,820.0
1990,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,520.0
1991,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,546.0
1992,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,660.0
1993,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,620.0
1994,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,702.0
1995,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,751.0
1996,Quebec,Area contracted,Carrots,Processed,v381303,6.6.5.2,741.0
1992,Quebec,Area contracted,Brussels sprouts,Processed,v381417,6.6.6.2,10.0
1993,Quebec,Area contracted,Brussels sprouts,Processed,v381417,6.6.6.2,0.0
